age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
32,Male,Married,Post Graduate,65100.0,Government,6.0,SME,Rented,6600.0,6,4,6570.0,12760.0,2100.0,10780.0,2900.0,Yes,7400.0,599.0,152200.0,163400.0,Home Appliances EMI,257700.0,13,7660.0,Not_Eligible
44,Male,Married,Graduate,43700.0,Self-employed,9.4,Startup,Family,0.0,2,0,0.0,0.0,2020.0,6710.0,2150.0,Yes,6200.0,725.0,153300.0,78700.0,Vehicle EMI,105200.0,57,16510.0,Eligible
38,Male,Married,Graduate,36500.0,Private,8.0,Startup,Own,0.0,4,3,3010.0,8080.0,2440.0,6880.0,2530.0,No,0.0,759.0,88800.0,1100.0,Home Appliances EMI,260900.0,15,8050.0,Not_Eligible
60,Female,Married,Post Graduate,50400.0,Private,31.7,Startup,Own,0.0,1,0,0.0,0.0,2750.0,6080.0,2560.0,Yes,9600.0,562.0,255600.0,700.0,Vehicle EMI,1088700.0,52,17050.0,Not_Eligible
42,Female,Single,Graduate,42300.0,Private,18.0,SME,Rented,9100.0,6,5,3120.0,6390.0,1020.0,8350.0,1390.0,No,0.0,765.0,178900.0,23400.0,E-commerce Shopping EMI,157700.0,5,9250.0,Not_Eligible
59,Male,Single,Post Graduate,130500.0,Private,8.8,SME,Rented,38200.0,7,6,1550.0,6390.0,7800.0,20910.0,8570.0,No,0.0,500.0,685100.0,93100.0,Vehicle EMI,1405200.0,46,22310.0,Not_Eligible
48,Male,Married,Graduate,50100.0,Government,12.4,MNC,Own,0.0,4,2,5970.0,8240.0,3320.0,8880.0,2600.0,No,0.0,679.0,276900.0,110100.0,Home Appliances EMI,223700.0,28,13440.0,Eligible
26,Female,Single,Graduate,36300.0,Self-employed,3.2,SME,Rented,6600.0,7,5,1480.0,9050.0,1640.0,10240.0,3290.0,No,0.0,495.0,193600.0,5600.0,E-commerce Shopping EMI,130000.0,22,1420.0,Not_Eligible
32,Male,Married,Post Graduate,33400.0,Private,7.9,Government,Rented,4100.0,2,0,0.0,0.0,1780.0,7530.0,2930.0,Yes,6700.0,616.0,118100.0,81400.0,E-commerce Shopping EMI,178600.0,20,5650.0,Not_Eligible
50,Female,Married,Graduate,62600.0,Private,5.9,Startup,Family,0.0,2,0,0.0,0.0,4580.0,9260.0,1810.0,No,0.0,619.0,351600.0,24400.0,E-commerce Shopping EMI,161300.0,18,20000.0,High_Risk
44,Female,Married,Post Graduate,57100.0,Private,15.5,Startup,Rented,6000.0,3,1,1840.0,0.0,2430.0,12220.0,5030.0,No,0.0,537.0,81800.0,22500.0,Home Appliances EMI,141400.0,27,13760.0,Not_Eligible
35,Female,Single,Graduate,73700.0,Private,9.9,Government,Family,0.0,4,2,40.0,310.0,2720.0,11740.0,2470.0,Yes,13900.0,798.0,143500.0,175100.0,Education EMI,376600.0,17,28270.0,Eligible
43,Female,Single,Graduate,53800.0,Private,11.2,MNC,Own,0.0,8,6,7650.0,6270.0,1670.0,13640.0,2040.0,Yes,11100.0,573.0,66900.0,87100.0,Personal Loan EMI,937400.0,51,6010.0,Not_Eligible
57,Male,Married,High School,55300.0,Government,24.0,Government,Rented,14500.0,3,1,2520.0,0.0,1110.0,7130.0,4560.0,Yes,12800.0,593.0,224000.0,30900.0,E-commerce Shopping EMI,46900.0,18,8290.0,High_Risk
38,Male,Married,Graduate,77300.0,Private,7.8,SME,Own,0.0,1,0,0.0,0.0,2660.0,13800.0,2020.0,No,0.0,622.0,95800.0,109200.0,Education EMI,103900.0,32,30900.0,High_Risk
26,Female,Married,Post Graduate,61200.0,Self-employed,2.6,MNC,Rented,14700.0,7,5,860.0,4380.0,3140.0,14460.0,1980.0,No,0.0,677.0,35100.0,178900.0,Home Appliances EMI,111200.0,25,12440.0,Eligible
36,Male,Single,Post Graduate,54000.0,Self-employed,7.6,Government,Own,0.0,4,3,2410.0,40.0,3390.0,11530.0,2040.0,No,0.0,738.0,104400.0,8500.0,Personal Loan EMI,358800.0,39,21590.0,Eligible
58,Female,Single,Professional,76700.0,Private,15.6,MNC,Own,0.0,4,3,1680.0,10320.0,2420.0,14540.0,2310.0,Yes,16300.0,634.0,155600.0,2000.0,Education EMI,486400.0,45,20830.0,High_Risk
52,Male,Married,High School,72700.0,Private,15.3,Government,Rented,20700.0,5,4,5660.0,13190.0,3090.0,11080.0,7050.0,No,0.0,595.0,430100.0,5300.0,Home Appliances EMI,233000.0,30,6970.0,High_Risk
55,Female,Married,Post Graduate,67500.0,Private,20.2,Government,Rented,9700.0,2,1,6040.0,0.0,3370.0,9970.0,2800.0,No,0.0,619.0,212200.0,43300.0,E-commerce Shopping EMI,113500.0,16,21360.0,High_Risk
57,Female,Single,Graduate,69800.0,Private,20.8,SME,Family,0.0,3,2,2480.0,2330.0,1400.0,13100.0,5150.0,No,0.0,705.0,320800.0,71100.0,Education EMI,385100.0,24,29300.0,Eligible
29,Male,Single,Post Graduate,38000.0,Private,3.5,SME,Own,0.0,3,2,980.0,8400.0,2270.0,7720.0,1550.0,No,0.0,617.0,73300.0,52700.0,Vehicle EMI,152400.0,25,8710.0,High_Risk
35,Male,Married,Post Graduate,39900.0,Private,9.2,Startup,Rented,7700.0,2,1,4960.0,0.0,2620.0,7140.0,2810.0,No,0.0,850.0,233700.0,19100.0,E-commerce Shopping EMI,151100.0,12,10530.0,Not_Eligible
27,Female,Single,High School,53100.0,Self-employed,2.6,SME,Family,0.0,3,2,1640.0,4670.0,4030.0,8810.0,1360.0,No,0.0,771.0,277400.0,152600.0,Home Appliances EMI,191700.0,21,18940.0,Eligible
25,Female,Married,High School,33100.0,Private,1.7,SME,Rented,8700.0,2,1,2780.0,0.0,1820.0,4530.0,1120.0,Yes,5200.0,674.0,37300.0,14100.0,Vehicle EMI,700700.0,38,4510.0,Not_Eligible
55,Female,Single,Professional,67400.0,Self-employed,29.3,Startup,Rented,13000.0,2,0,0.0,0.0,3430.0,10890.0,6160.0,Yes,5500.0,838.0,363100.0,200800.0,Vehicle EMI,1478600.0,66,20520.0,High_Risk
58,Female,Married,High School,49800.0,Private,16.4,Government,Rented,8100.0,2,1,5860.0,0.0,2140.0,6700.0,1070.0,No,0.0,653.0,211200.0,44400.0,E-commerce Shopping EMI,117400.0,11,17300.0,Eligible
30,Male,Single,Graduate,60200.0,Private,4.5,Government,Own,0.0,1,0,0.0,0.0,2590.0,6070.0,3440.0,No,0.0,495.0,147800.0,180200.0,Home Appliances EMI,87700.0,17,18610.0,Not_Eligible
50,Male,Single,Post Graduate,90100.0,Self-employed,12.9,MNC,Own,0.0,5,3,980.0,13580.0,4100.0,19050.0,1920.0,No,0.0,684.0,67900.0,122100.0,Home Appliances EMI,172000.0,34,31980.0,Eligible
44,Female,Single,Graduate,51300.0,Self-employed,6.4,MNC,Rented,12200.0,5,3,5180.0,7190.0,2710.0,9190.0,4060.0,Yes,7400.0,610.0,165200.0,77500.0,Personal Loan EMI,852100.0,37,1670.0,Not_Eligible
27,Male,Single,Graduate,38400.0,Private,2.6,MNC,Rented,7300.0,8,6,2420.0,5020.0,3020.0,9900.0,3170.0,No,0.0,628.0,151100.0,86700.0,Vehicle EMI,561700.0,76,2940.0,Not_Eligible
57,Male,Married,Professional,58600.0,Self-employed,7.5,Startup,Rented,8000.0,2,1,4310.0,0.0,1280.0,6490.0,5790.0,No,0.0,702.0,189800.0,149800.0,E-commerce Shopping EMI,20600.0,23,16990.0,Eligible
56,Male,Single,Post Graduate,81800.0,Self-employed,13.2,Startup,Own,0.0,7,5,3520.0,10030.0,2270.0,13070.0,4170.0,No,0.0,662.0,212100.0,97500.0,E-commerce Shopping EMI,188800.0,6,33350.0,High_Risk
45,Female,Single,Graduate,52000.0,Private,16.8,SME,Rented,10100.0,1,0,0.0,0.0,1040.0,8200.0,4660.0,No,0.0,644.0,49000.0,68300.0,Personal Loan EMI,995100.0,31,20670.0,Not_Eligible
50,Male,Married,Post Graduate,55000.0,Private,10.3,MNC,Own,0.0,4,3,1120.0,6280.0,1580.0,10530.0,3350.0,No,0.0,599.0,215900.0,13900.0,E-commerce Shopping EMI,133500.0,8,18770.0,High_Risk
39,Male,Married,Post Graduate,82500.0,Private,3.6,Government,Own,0.0,7,6,4190.0,10910.0,4920.0,12730.0,5770.0,No,0.0,624.0,214600.0,241000.0,Vehicle EMI,838000.0,45,20920.0,High_Risk
53,Male,Married,Graduate,90500.0,Private,22.0,MNC,Family,0.0,3,1,6260.0,0.0,2990.0,17850.0,2690.0,No,0.0,751.0,296200.0,214600.0,Education EMI,294200.0,29,41410.0,Eligible
41,Female,Single,Post Graduate,48600.0,Self-employed,4.0,SME,Rented,13000.0,1,0,0.0,0.0,3200.0,7810.0,1020.0,Yes,8900.0,751.0,106600.0,107100.0,Education EMI,324200.0,9,8760.0,Not_Eligible
60,Female,Married,Graduate,60700.0,Private,24.4,MNC,Own,0.0,3,2,4140.0,14210.0,3180.0,12160.0,3430.0,No,0.0,529.0,254200.0,5200.0,Personal Loan EMI,587500.0,37,13690.0,Not_Eligible
27,Male,Married,High School,31700.0,Private,3.7,Startup,Own,0.0,3,1,3790.0,0.0,2400.0,6330.0,2230.0,No,0.0,422.0,170100.0,10100.0,Education EMI,177400.0,35,4850.0,Not_Eligible
31,Male,Single,Graduate,38500.0,Private,4.9,Startup,Rented,5100.0,1,0,0.0,0.0,1810.0,6010.0,1100.0,No,0.0,656.0,151300.0,55800.0,E-commerce Shopping EMI,176400.0,9,14270.0,Not_Eligible
59,Male,Married,Post Graduate,46700.0,Private,10.2,Startup,Rented,7400.0,1,0,0.0,0.0,3380.0,8000.0,1130.0,No,0.0,732.0,225900.0,97500.0,E-commerce Shopping EMI,96200.0,13,18120.0,Eligible
35,Male,Married,Graduate,41100.0,Self-employed,5.5,Government,Own,0.0,3,1,7530.0,0.0,3160.0,7960.0,3800.0,No,0.0,776.0,178600.0,117100.0,Personal Loan EMI,205400.0,35,10700.0,Eligible
36,Male,Married,High School,60000.0,Self-employed,10.8,Startup,Own,0.0,6,4,3450.0,9880.0,1980.0,14270.0,2740.0,Yes,6600.0,632.0,174600.0,24400.0,Personal Loan EMI,887500.0,13,11720.0,Not_Eligible
53,Male,Married,Graduate,57500.0,Private,23.7,SME,Own,0.0,7,5,5490.0,12910.0,1210.0,13420.0,5250.0,Yes,5800.0,632.0,47100.0,108100.0,Education EMI,146700.0,34,7510.0,High_Risk
31,Female,Married,Graduate,45400.0,Self-employed,5.6,SME,Own,0.0,3,2,7510.0,13810.0,2590.0,9920.0,3910.0,Yes,7700.0,593.0,232900.0,37500.0,Education EMI,483400.0,41,500.0,Not_Eligible
43,Male,Single,Graduate,27900.0,Private,10.1,Startup,Own,0.0,1,0,0.0,0.0,1840.0,4200.0,670.0,No,0.0,492.0,99000.0,24100.0,Education EMI,99600.0,40,9920.0,Not_Eligible
35,Male,Married,Professional,95400.0,Government,4.5,Government,Own,0.0,1,0,0.0,0.0,4560.0,13880.0,5210.0,No,0.0,771.0,315000.0,238800.0,Home Appliances EMI,102600.0,7,38220.0,Eligible
32,Male,Married,Post Graduate,143300.0,Private,5.2,SME,Rented,40900.0,5,3,7220.0,440.0,9380.0,28560.0,8570.0,No,0.0,751.0,618200.0,429400.0,Personal Loan EMI,301000.0,35,28560.0,Eligible
59,Male,Married,High School,44500.0,Private,14.6,SME,Rented,4500.0,1,0,0.0,0.0,2530.0,6580.0,3960.0,No,0.0,772.0,76500.0,120300.0,Education EMI,221400.0,33,21660.0,Eligible
32,Male,Single,Post Graduate,48700.0,Self-employed,5.7,SME,Rented,13500.0,4,2,4150.0,10510.0,2540.0,7350.0,3240.0,No,0.0,596.0,85700.0,94200.0,Home Appliances EMI,219900.0,32,4080.0,Not_Eligible
28,Male,Single,High School,36000.0,Private,1.4,MNC,Own,0.0,7,6,30.0,8990.0,1160.0,9130.0,2390.0,No,0.0,597.0,65400.0,71800.0,E-commerce Shopping EMI,87700.0,8,6580.0,Not_Eligible
49,Male,Single,Graduate,36700.0,Private,23.4,MNC,Own,0.0,7,5,2660.0,950.0,2110.0,11180.0,1470.0,No,0.0,736.0,158000.0,47800.0,Personal Loan EMI,994100.0,56,10620.0,Not_Eligible
56,Female,Single,Graduate,84400.0,Private,21.2,SME,Own,0.0,7,6,3530.0,11810.0,4030.0,19290.0,1980.0,No,0.0,633.0,437200.0,189600.0,Vehicle EMI,435000.0,60,23800.0,High_Risk
29,Male,Single,Post Graduate,101500.0,Government,5.6,SME,Rented,26500.0,6,4,2400.0,8520.0,2740.0,15550.0,3340.0,No,0.0,609.0,502800.0,55700.0,Personal Loan EMI,726500.0,29,18400.0,Not_Eligible
50,Male,Married,Professional,88500.0,Government,21.2,Startup,Own,0.0,3,1,2070.0,0.0,3800.0,10220.0,4050.0,Yes,17000.0,645.0,74600.0,212400.0,Home Appliances EMI,157100.0,32,30640.0,High_Risk
44,Female,Married,Graduate,42100.0,Private,18.0,SME,Rented,12600.0,6,5,6340.0,1390.0,2070.0,12250.0,890.0,No,0.0,793.0,21600.0,117500.0,Personal Loan EMI,369500.0,12,4290.0,Not_Eligible
54,Female,Married,Graduate,63900.0,Self-employed,23.9,Startup,Rented,14000.0,4,2,3060.0,13540.0,4710.0,11840.0,1380.0,No,0.0,722.0,265800.0,80900.0,Vehicle EMI,1158000.0,30,10790.0,Not_Eligible
29,Male,Married,Post Graduate,48800.0,Private,6.2,SME,Rented,6800.0,3,1,2450.0,0.0,2860.0,9060.0,1760.0,No,0.0,699.0,85900.0,38700.0,Home Appliances EMI,128000.0,30,13090.0,Eligible
60,Male,Single,High School,79100.0,Private,31.3,MNC,Family,0.0,6,4,1620.0,5790.0,3330.0,11300.0,6930.0,No,0.0,651.0,320200.0,114500.0,Education EMI,229300.0,9,29790.0,High_Risk
47,Male,Married,Post Graduate,96800.0,Self-employed,8.5,SME,Rented,16900.0,4,2,7650.0,1730.0,2230.0,15590.0,5350.0,No,0.0,643.0,416600.0,280600.0,Home Appliances EMI,109000.0,19,27520.0,High_Risk
55,Male,Single,Graduate,35700.0,Private,23.5,MNC,Own,0.0,6,5,4550.0,610.0,2130.0,10380.0,3000.0,No,0.0,608.0,163700.0,8300.0,E-commerce Shopping EMI,186400.0,10,8540.0,Not_Eligible
38,Female,Single,Graduate,54600.0,Government,7.3,SME,Rented,12700.0,5,4,1680.0,70.0,2070.0,10190.0,2700.0,No,0.0,677.0,318500.0,65100.0,E-commerce Shopping EMI,18300.0,4,13300.0,Eligible
58,Male,Married,Graduate,95900.0,Self-employed,8.7,Startup,Rented,12500.0,7,6,2320.0,2330.0,2740.0,14800.0,8380.0,No,0.0,715.0,243500.0,184400.0,Home Appliances EMI,272000.0,13,35050.0,Eligible
47,Male,Married,High School,39600.0,Private,15.2,MNC,Family,0.0,7,5,1450.0,3600.0,2520.0,12160.0,3540.0,No,0.0,526.0,136600.0,98600.0,Education EMI,226900.0,14,7590.0,Not_Eligible
29,Female,Single,Graduate,67600.0,Government,3.9,Startup,Family,0.0,3,1,6870.0,0.0,4040.0,13130.0,4400.0,No,0.0,462.0,262500.0,15000.0,Education EMI,317600.0,28,17020.0,Not_Eligible
58,Female,Single,Post Graduate,72500.0,Government,9.9,MNC,Own,0.0,3,1,5360.0,0.0,5640.0,9300.0,2750.0,No,0.0,699.0,368000.0,111500.0,Personal Loan EMI,158000.0,55,26330.0,Eligible
53,Male,Single,Post Graduate,89400.0,Private,24.1,Government,Family,0.0,8,6,630.0,8500.0,5830.0,18650.0,7750.0,Yes,11600.0,547.0,268400.0,22700.0,Education EMI,216700.0,29,22760.0,Not_Eligible
35,Female,Married,Graduate,30100.0,Private,7.8,Startup,Own,0.0,1,0,0.0,0.0,1430.0,4680.0,1630.0,No,0.0,847.0,113700.0,58500.0,Vehicle EMI,272400.0,15,16380.0,High_Risk
44,Female,Single,Graduate,48000.0,Private,18.9,SME,Own,0.0,2,0,0.0,0.0,1010.0,5810.0,2860.0,Yes,4400.0,642.0,102900.0,6600.0,Personal Loan EMI,213000.0,33,20490.0,High_Risk
38,Male,Single,Graduate,53300.0,Government,10.1,Government,Rented,7000.0,2,0,0.0,0.0,2090.0,9030.0,4480.0,No,0.0,566.0,180400.0,24100.0,Personal Loan EMI,817500.0,51,17180.0,High_Risk
44,Male,Married,Graduate,103500.0,Private,4.6,SME,Rented,25700.0,7,5,4420.0,12980.0,5120.0,15250.0,3090.0,No,0.0,710.0,83400.0,156300.0,Home Appliances EMI,105700.0,14,21750.0,Eligible
59,Female,Married,Professional,55000.0,Self-employed,32.0,SME,Rented,9400.0,5,3,7810.0,11190.0,4000.0,11780.0,2810.0,Yes,4200.0,687.0,79800.0,113700.0,E-commerce Shopping EMI,25800.0,8,2580.0,Not_Eligible
57,Female,Married,Post Graduate,96700.0,Government,21.4,SME,Rented,19000.0,7,5,350.0,6340.0,3630.0,15960.0,9280.0,No,0.0,579.0,262200.0,204700.0,Personal Loan EMI,427400.0,50,25430.0,High_Risk
32,Female,Married,Professional,95000.0,Government,7.9,SME,Rented,10900.0,5,4,2950.0,4200.0,4300.0,12500.0,2110.0,Yes,20600.0,792.0,300000.0,31100.0,Vehicle EMI,1061400.0,48,24650.0,High_Risk
59,Male,Married,Post Graduate,54300.0,Government,7.8,MNC,Rented,13800.0,3,2,2320.0,2980.0,3400.0,9480.0,5290.0,No,0.0,656.0,251700.0,30200.0,E-commerce Shopping EMI,57100.0,12,10040.0,Eligible
40,Female,Single,High School,47700.0,Private,6.4,Startup,Family,0.0,4,3,3170.0,7310.0,2190.0,9830.0,4280.0,Yes,5300.0,661.0,214700.0,96700.0,Personal Loan EMI,409900.0,13,7640.0,Not_Eligible
50,Male,Single,High School,40200.0,Self-employed,15.9,SME,Rented,9100.0,1,0,0.0,0.0,2900.0,7330.0,2150.0,No,0.0,692.0,173500.0,44200.0,Education EMI,347800.0,24,13180.0,High_Risk
52,Male,Married,Post Graduate,94300.0,Private,12.7,SME,Rented,27600.0,3,2,100.0,1020.0,4370.0,12090.0,8490.0,No,0.0,463.0,115500.0,184100.0,Personal Loan EMI,435400.0,16,20160.0,Not_Eligible
42,Female,Married,Post Graduate,36300.0,Private,12.2,SME,Rented,9200.0,7,6,6930.0,9960.0,2310.0,9850.0,970.0,No,0.0,611.0,153900.0,50600.0,Home Appliances EMI,160600.0,29,500.0,Not_Eligible
41,Female,Single,Post Graduate,31400.0,Government,3.9,Startup,Rented,6500.0,4,3,160.0,12400.0,1280.0,8540.0,930.0,No,0.0,681.0,141000.0,12900.0,Vehicle EMI,1107300.0,24,800.0,Not_Eligible
41,Female,Married,Graduate,136800.0,Private,5.5,MNC,Rented,23800.0,2,0,0.0,0.0,5020.0,19130.0,9180.0,Yes,11500.0,473.0,781500.0,247900.0,Education EMI,222300.0,18,29410.0,Not_Eligible
56,Female,Married,Graduate,46500.0,Government,11.4,Startup,Family,0.0,8,6,7910.0,7880.0,1260.0,10830.0,4540.0,No,0.0,650.0,228500.0,120400.0,Home Appliances EMI,162100.0,36,7920.0,Eligible
38,Female,Married,Graduate,33900.0,Private,3.7,SME,Rented,6900.0,4,2,3300.0,6750.0,1990.0,6960.0,2590.0,No,0.0,646.0,78500.0,100600.0,E-commerce Shopping EMI,95000.0,4,2650.0,Not_Eligible
35,Male,Single,Graduate,92200.0,Self-employed,5.4,MNC,Family,0.0,1,0,0.0,0.0,6920.0,8610.0,7210.0,No,0.0,627.0,130000.0,82800.0,Vehicle EMI,1291600.0,82,34330.0,High_Risk
38,Female,Single,Post Graduate,37100.0,Private,8.8,Startup,Rented,6900.0,6,4,6760.0,7620.0,1380.0,8810.0,1410.0,Yes,8800.0,562.0,125000.0,89200.0,Vehicle EMI,1163400.0,55,500.0,Not_Eligible
32,Female,Married,Professional,106200.0,Private,2.1,Government,Rented,27200.0,2,0,0.0,0.0,8490.0,14140.0,8000.0,Yes,23500.0,667.0,270500.0,18500.0,E-commerce Shopping EMI,192300.0,21,13510.0,Eligible
39,Male,Single,Graduate,73800.0,Private,4.4,Government,Own,0.0,8,6,1960.0,10200.0,5460.0,13770.0,2490.0,No,0.0,573.0,196200.0,150700.0,Home Appliances EMI,148700.0,27,19490.0,High_Risk
29,Male,Married,Graduate,52400.0,Private,5.0,Startup,Own,0.0,4,3,7740.0,12560.0,2520.0,10600.0,5060.0,Yes,11800.0,605.0,232600.0,90800.0,Education EMI,413100.0,7,970.0,Not_Eligible
28,Female,Single,High School,34800.0,Self-employed,2.5,Startup,Own,0.0,2,0,0.0,0.0,1730.0,6370.0,1560.0,No,0.0,576.0,89100.0,15800.0,Home Appliances EMI,49200.0,33,10410.0,High_Risk
51,Male,Married,Graduate,52200.0,Private,25.3,Startup,Own,0.0,7,6,3900.0,3870.0,1440.0,11490.0,1870.0,No,0.0,612.0,213500.0,75200.0,E-commerce Shopping EMI,152000.0,19,18110.0,High_Risk
27,Male,Married,Post Graduate,41600.0,Private,3.8,MNC,Own,0.0,6,5,6890.0,8770.0,1760.0,10560.0,2730.0,No,0.0,718.0,121000.0,27800.0,Vehicle EMI,167600.0,63,6880.0,Eligible
45,Female,Married,Graduate,53700.0,Private,19.6,Startup,Family,0.0,8,6,7700.0,2910.0,2160.0,12010.0,3120.0,No,0.0,749.0,198500.0,19600.0,Personal Loan EMI,424300.0,48,19910.0,Eligible
53,Female,Married,Professional,70300.0,Private,23.2,Startup,Own,0.0,2,1,3680.0,0.0,3120.0,13500.0,5940.0,No,0.0,629.0,61400.0,30000.0,Home Appliances EMI,193600.0,36,26370.0,High_Risk
51,Female,Married,High School,30000.0,Private,7.1,SME,Rented,7100.0,4,2,4030.0,2250.0,2220.0,5920.0,2490.0,No,0.0,683.0,127100.0,78100.0,Education EMI,431600.0,43,3350.0,Not_Eligible
41,Female,Married,Graduate,49500.0,Self-employed,13.6,MNC,Rented,5100.0,3,1,880.0,0.0,3020.0,6390.0,1160.0,No,0.0,658.0,235900.0,132400.0,Personal Loan EMI,852600.0,46,19200.0,High_Risk
31,Male,Married,Post Graduate,47000.0,Private,6.1,MNC,Own,0.0,2,1,7950.0,0.0,3300.0,7230.0,3660.0,No,0.0,742.0,128300.0,12200.0,E-commerce Shopping EMI,143600.0,20,14990.0,Eligible
58,Male,Single,Graduate,79800.0,Self-employed,29.4,MNC,Own,0.0,2,0,0.0,0.0,5070.0,12110.0,6830.0,No,0.0,602.0,115100.0,171600.0,Personal Loan EMI,901100.0,45,34660.0,High_Risk
55,Female,Married,Post Graduate,85600.0,Private,18.8,SME,Rented,22300.0,7,5,2590.0,5070.0,4920.0,16150.0,4800.0,Yes,11200.0,757.0,282200.0,246700.0,Personal Loan EMI,172600.0,51,12900.0,Eligible
47,Female,Married,Graduate,65400.0,Private,11.3,Startup,Family,0.0,5,4,200.0,1670.0,3010.0,10520.0,6450.0,Yes,7900.0,654.0,257300.0,73500.0,Vehicle EMI,758800.0,32,20900.0,High_Risk
28,Male,Married,Post Graduate,39500.0,Private,3.8,MNC,Own,0.0,1,0,0.0,0.0,1760.0,7360.0,2280.0,No,0.0,612.0,216000.0,79000.0,E-commerce Shopping EMI,183500.0,11,12850.0,Not_Eligible
26,Female,Single,Graduate,81500.0,Self-employed,2.7,MNC,Family,0.0,2,1,5030.0,0.0,3140.0,12590.0,2770.0,No,0.0,587.0,202000.0,228300.0,E-commerce Shopping EMI,156900.0,4,26030.0,Not_Eligible
36,Male,Married,Post Graduate,63100.0,Private,3.0,Government,Own,0.0,1,0,0.0,0.0,3530.0,6760.0,3790.0,Yes,13300.0,534.0,268800.0,68900.0,Vehicle EMI,456400.0,77,16880.0,Not_Eligible
30,Male,Married,Graduate,41300.0,Private,7.0,SME,Own,0.0,1,0,0.0,0.0,1070.0,5190.0,1350.0,No,0.0,696.0,116700.0,86200.0,Vehicle EMI,1107800.0,53,19730.0,High_Risk
55,Female,Single,Graduate,68100.0,Government,18.6,Startup,Rented,18700.0,8,6,2350.0,8030.0,4620.0,13460.0,3050.0,No,0.0,545.0,78800.0,39700.0,Vehicle EMI,1247300.0,48,9720.0,Not_Eligible
32,Male,Married,Graduate,51200.0,Self-employed,3.8,MNC,Rented,5300.0,4,3,7080.0,13700.0,1830.0,11340.0,1840.0,No,0.0,648.0,252800.0,123100.0,E-commerce Shopping EMI,36500.0,6,5400.0,High_Risk
35,Female,Single,High School,48300.0,Self-employed,5.8,Startup,Rented,9200.0,7,5,6060.0,2330.0,2430.0,11770.0,2570.0,Yes,4000.0,755.0,235900.0,16900.0,E-commerce Shopping EMI,73300.0,22,6120.0,Eligible
60,Female,Married,Graduate,60100.0,Self-employed,23.1,Startup,Own,0.0,5,4,2420.0,13250.0,3180.0,13350.0,1510.0,No,0.0,566.0,235200.0,37200.0,Personal Loan EMI,316400.0,47,15180.0,High_Risk
54,Female,Married,Post Graduate,44700.0,Private,15.4,MNC,Rented,10700.0,1,0,0.0,0.0,3310.0,8240.0,4000.0,No,0.0,707.0,150600.0,87000.0,Personal Loan EMI,710800.0,27,11990.0,Not_Eligible
32,Male,Married,Post Graduate,31100.0,Government,4.8,Startup,Rented,3600.0,6,5,4450.0,10770.0,2190.0,7520.0,2590.0,Yes,4900.0,566.0,85000.0,70600.0,Vehicle EMI,117600.0,70,500.0,Not_Eligible
38,Male,Married,Professional,54700.0,Private,10.5,MNC,Rented,10500.0,4,3,5040.0,1180.0,1880.0,11860.0,4710.0,No,0.0,622.0,176900.0,102900.0,Vehicle EMI,587500.0,18,9090.0,Not_Eligible
43,Male,Married,Graduate,31400.0,Self-employed,11.2,SME,Own,0.0,2,0,0.0,0.0,2010.0,4850.0,2920.0,Yes,7400.0,595.0,122700.0,30200.0,Vehicle EMI,284300.0,82,8550.0,High_Risk
48,Female,Married,Graduate,50100.0,Private,18.7,Startup,Own,0.0,2,0,0.0,0.0,3680.0,9730.0,1340.0,Yes,11500.0,673.0,277300.0,28300.0,Education EMI,318700.0,33,14670.0,Eligible
58,Female,Married,High School,72700.0,Self-employed,14.6,Startup,Own,0.0,5,3,1560.0,4310.0,4980.0,13990.0,6240.0,Yes,6600.0,478.0,201800.0,161300.0,Personal Loan EMI,837900.0,44,18420.0,Not_Eligible
56,Male,Married,Graduate,32000.0,Private,8.5,Government,Rented,4400.0,8,6,5540.0,1890.0,1420.0,9890.0,2320.0,Yes,4600.0,647.0,157200.0,2100.0,Home Appliances EMI,117700.0,19,1030.0,Not_Eligible
60,Female,Married,Professional,90500.0,Self-employed,29.3,SME,Rented,18400.0,2,0,0.0,0.0,1930.0,10580.0,2080.0,No,0.0,801.0,376000.0,63900.0,Education EMI,281600.0,13,35600.0,Eligible
26,Female,Single,Professional,86900.0,Self-employed,1.3,SME,Family,0.0,6,5,5740.0,2410.0,5350.0,17500.0,5530.0,No,0.0,657.0,208000.0,236200.0,Vehicle EMI,589800.0,77,26360.0,Eligible
33,Female,Single,Post Graduate,52500.0,Government,7.4,SME,Rented,6100.0,4,2,760.0,13790.0,2310.0,11410.0,1470.0,Yes,10400.0,685.0,193700.0,9800.0,Education EMI,198600.0,25,3080.0,Not_Eligible
45,Female,Married,Graduate,52100.0,Self-employed,20.4,MNC,Own,0.0,4,2,2000.0,10850.0,1830.0,8530.0,3430.0,No,0.0,549.0,66500.0,98900.0,Vehicle EMI,630100.0,76,13280.0,Not_Eligible
26,Female,Married,Post Graduate,60700.0,Government,2.9,MNC,Family,0.0,1,0,0.0,0.0,1570.0,8220.0,5940.0,No,0.0,588.0,213900.0,13300.0,Home Appliances EMI,111500.0,19,23270.0,High_Risk
